序号,原书页码,原词条,lexeme_uid,lemma,pos,ipa,english,spanish,chinese,example_fr,example_en,example_es,example_zh,review_status
125,214,briller,fr:briller:verb:1,briller,verb,/bʁi.je/,"to shine, to sparkle",brillar,发光，闪耀,Le soleil brille ce matin.,The sun is shining this morning.,El sol brilla esta mañana.,今天早上，阳光明媚。,machine-assisted
126,214,brun(e),fr:brun:adjective:1,brun,adjective,/bʁœ̃/,brown (color/colour),moreno,棕色的；有棕色头发的,C’est quelque chose de brun.,It is something brown (color/colour).,Es algo moreno.,这是棕色的东西。,machine-assisted
127,214,Bruxelles,fr:bruxelles:proper_noun:1,Bruxelles,proper_noun,/bʁy.sɛl/,Brussels (the capital city of Belgium),bruselas,布鲁塞尔（比利时）,Je connais bien Bruxelles.,I know Brussels well.,Conozco bien Bruselas.,我很了解布鲁塞尔。,machine-assisted
128,214,bruyant(e),fr:bruyant:adjective:1,bruyant,adjective,/bʁɥi.jɑ̃/,noisy (making a noise),ruidoso,吵闹的,C’est quelque chose de bruyant.,It is something noisy (making a noise).,Es algo ruidoso.,有点吵。,machine-assisted
129,214,bureau,fr:bureau:noun:1,bureau,noun,/by.ʁo/,desk,escritorio,办公桌，写字台；办公室,Voici le bureau.,Here it is.,Aquí está.,这是办公桌。,machine-assisted
130,214,bus,fr:bus:noun:1,bus,noun,/bys/,bus,autobús,公交车,Voici les bus.,Here it is.,Aquí está.,这些是公交车。,machine-assisted
131,214,ça,fr:ça:pronoun:1,ça,pronoun,/sa/,that (distal demonstrative pronoun),esto,《俗》这个；那个,Ça va très bien.,It is going very well.,Va muy bien.,事情进展得很顺利。,machine-assisted
132,214,cabinet,fr:cabinet:noun:1,cabinet,noun,/ka.bi.nɛ/,"an office, a surgery",consejería,事务所,Voici le cabinet.,Here it is.,Aquí está.,这是事务所。,machine-assisted
133,214,cadeau (cadeaux),fr:cadeau:noun:1,cadeau,noun,/ka.do/,"present, gift","regalo, obsequio",礼物,On parle du cadeau.,We are talking about it.,Estamos hablando de ello.,我们正在谈论礼物。,machine-assisted
134,214,café,fr:café:noun:1,café,noun,/ka.fe/,coffee,café (bebida),咖啡（饮料）,Je prends un café sans sucre.,I am having a coffee without sugar.,Tomo un café sin azúcar.,我喝一杯不加糖的咖啡。,seed-reviewed
135,214,calme,fr:calme:adjective:1,calme,adjective,/kalm/,calm,tranquilo,平静的；安静的；冷静的,C’est quelque chose de calme.,It is something calm.,Es algo tranquilo.,这是平静的。,machine-assisted
136,214,calmer(se),fr:calmer:verb:1,calmer,verb,/kal.me/,"to calm, pacify, soothe",calmar,冷静下来，镇定下来,Je vais calmer le bébé.,I am going to calm the baby.,Voy a calmar al bebé.,我会让宝宝平静下来。,machine-assisted
137,214,camembert,fr:camembert:noun:1,camembert,noun,/ka.mɑ̃.bɛʁ/,camembert (creamy French cheese),camembert,卡芒贝尔奶酪,Voici le camembert.,Here it is.,Aquí está.,这是卡芒贝尔奶酪。,machine-assisted
138,214,camion,fr:camion:noun:1,camion,noun,/ka.mjɔ̃/,lorry (UK); truck (US),camión,卡车,On parle du camion.,We are talking about it.,Estamos hablando de ello.,我们正在谈论卡车。,machine-assisted
139,214,campagne,fr:campagne:noun:1,campagne,noun,/kɑ̃.paɲ/,"country (the country, rural area, as opposed to the town or city), countryside",campiña,乡村,Voici la campagne.,Here it is.,Aquí está.,这是乡村。,machine-assisted
140,214,camping,fr:camping:noun:1,camping,noun,/kɑ̃.piŋ/,camping,camping,野营,On parle du camping.,We are talking about it.,Estamos hablando de ello.,我们正在谈论野营。,machine-assisted
141,214,faire du camping,fr:faire du camping:verb:1,faire du camping,verb,/fɛʁ/,to go camping,ir de camping,露营,Nous faisons du camping en été.,We go camping in summer.,Vamos de camping en verano.,夏天我们去露营。,machine-assisted
142,214,Canada,fr:canada:proper_noun:1,Canada,proper_noun,/ka.na.da/,Canada (a country in North America),canadá,加拿大,Je connais bien Canada.,I know Canada well.,Conozco bien Canadá.,我很了解加拿大。,machine-assisted
143,215,candidat(e),fr:candidat:noun:1,candidat,noun,/kɑ̃.di.da/,candidate,candidato,应聘者，求职者；候选人,Voici le candidat.,Here it is.,Aquí está.,这是应聘者。,machine-assisted
144,215,Cantal,fr:cantal:proper_noun:1,Cantal,proper_noun,/kɑ̃.tal/,"Cantal (a department of Auvergne-Rhône-Alpes, France)",Cantal,康塔尔（法国中南部大区省份）,Je connais bien Cantal.,I know Cantal well.,Conozco bien Cantal.,我很了解康塔尔。,machine-assisted
145,215,carte,fr:carte:noun:1,carte,noun,/kaʁt/,card,carta₂ o naipe,地图；卡片，明信片,On parle de la carte.,We are talking about it.,Estamos hablando de ello.,我们正在谈论地图。,machine-assisted
146,215,carte postale,fr:carte postale:noun:1,carte postale,noun,/kaʁ.t(ə) pɔs.tal/,postcard,postal,明信片,On parle des carte postale.,We are talking about it.,Estamos hablando de ello.,我们正在谈论明信片。,machine-assisted
147,215,casting,fr:casting:noun:1,casting,noun,/kas.tiŋ/,casting (selection of actors),casting,试镜，角色分配，挑选演员,On parle du casting.,We are talking about it.,Estamos hablando de ello.,我们正在谈论试镜。,machine-assisted
148,215,Cayenne,fr:cayenne:proper_noun:1,Cayenne,proper_noun,/ka.jɛn/,"Cayenne (the capital city of French Guiana department, France)",Cayenne,卡宴（法属圭亚那的首府）,Je connais bien Cayenne.,I know Cayenne well.,Conozco bien Cayenne.,我很了解卡宴。,machine-assisted
149,215,CD,fr:cd:noun:1,CD,noun,/se.de/,CD (compact disk),CD,激光唱片；光盘（英文的缩写）,On parle du CD.,We are talking about it.,Estamos hablando de ello.,我们正在谈论激光唱片。,machine-assisted
150,215,célèbre,fr:célèbre:adjective:1,célèbre,adjective,/se.lɛbʁ/,famous,célebre,有名的，著名的,C’est quelque chose de célèbre.,It is something famous.,Es algo célebre.,这是一件很有名的事情。,machine-assisted
151,215,centre,fr:centre:noun:1,centre,noun,/sɑ̃tʁ/,"centre, center",centro,中心；中部,On parle du centre.,We are talking about it.,Estamos hablando de ello.,我们正在谈论中心。,machine-assisted
152,215,céréales,fr:céréales:noun:1,céréales,noun,/seʁeˈal/,breakfast cereal; cereals,cereales,谷物食品（指麦片、玉米片等）,Voici les céréales.,Here it is.,Aquí está.,这些是谷物食品（指麦片、玉米片等）。,machine-assisted
153,215,certain(e),fr:certain:adjective:1,certain,adjective,/sɛʁ.tɛ̃/,"certain, guaranteed (sure, positive)",cierto,肯定的，一定的；确信无疑的,C’est quelque chose de certain.,"It is something certain, guaranteed (sure, positive).",Es algo cierto.,这是肯定的事情。,machine-assisted
154,215,certainement,fr:certainement:adverb:1,certainement,adverb,/sɛʁ.tɛn.mɑ̃/,"certainly (with certainty, without doubt)",seguramente,肯定地，一定地；确实地，当然,Il viendra certainement demain.,He will certainly come tomorrow.,Seguramente vendrá mañana.,他明天一定会来。,machine-assisted
155,215,chaise,fr:chaise:noun:1,chaise,noun,/ʃɛz/,"chair, seat",silla,椅子,On parle de la chaise.,We are talking about it.,Estamos hablando de ello.,我们正在谈论椅子。,machine-assisted
156,215,chambre,fr:chambre:noun:1,chambre,noun,/ʃɑ̃bʁ/,"a chamber in its various senses, including:; a room","habitación, cuarto, dormitorio",房间，卧室,Voici la chambre.,Here it is.,Aquí está.,这是房间。,machine-assisted
157,215,champagne,fr:champagne:noun:1,champagne,noun,/ʃɑ̃.paɲ/,champagne (“wine from the Champagne region of France”),champán,香槟酒,Voici le champagne.,Here it is.,Aquí está.,这是香槟酒。,machine-assisted
158,215,champion(ne),fr:champion:noun:1,champion,noun,/ʃɑ̃.pjɔ̃/,champion,campeón,冠军，优胜者，第一名,On parle du champion.,We are talking about it.,Estamos hablando de ello.,我们正在谈论冠军。,machine-assisted
159,215,chance,fr:chance:noun:1,chance,noun,/ʃɑ̃s/,chance,suerte,运气,Voici la chance.,Here it is.,Aquí está.,这是运气。,machine-assisted
160,215,Chandeleur,fr:chandeleur:proper_noun:1,Chandeleur,proper_noun,/ʃɑ̃d.lœʁ/,Candlemas,Candelaria,圣蜡节（天主教节日）,Je connais bien Chandeleur.,I know Candlemas well.,Conozco bien Candelaria.,我很了解圣蜡节。,machine-assisted
161,215,changement,fr:changement:noun:1,changement,noun,/ʃɑ̃ʒ.mɑ̃/,change,cambio,变化,Voici le changement.,Here it is.,Aquí está.,这是变化。,machine-assisted
162,215,changer,fr:changer:verb:1,changer,verb,/ʃɑ̃.ʒe/,to exchange (something),cambiar,改变，改动；更换,Je vais changer de train.,I am going to exchange trains.,Voy a cambiar de tren.,我要换车。,machine-assisted
163,215,chanson,fr:chanson:noun:1,chanson,noun,/ʃɑ̃.sɔ̃/,song,canción,歌曲,Voici la chanson.,Here it is.,Aquí está.,这是歌曲。,machine-assisted
164,215,chapeau,fr:chapeau:noun:1,chapeau,noun,/ʃa.po/,hat,sombrero,帽子,On parle du chapeau.,We are talking about it.,Estamos hablando de ello.,我们正在谈论帽子。,machine-assisted
165,215,chat(te),fr:chat:noun:1,chat,noun,/ʃa/,cat (feline),gato,猫,Voici le chat.,Here it is.,Aquí está.,这是猫。,machine-assisted
166,215,château,fr:château:noun:1,château,noun,/ʃa.to/,castle (fortified building or similar structure; winegrower's estate),castillo,城堡,Voici le château.,Here it is.,Aquí está.,这是城堡。,machine-assisted
167,215,chaton,fr:chaton:noun:1,chaton,noun,/ʃa.tɔ̃/,"kitten, kitty (baby cat)",gatito,小猫,On parle du chaton.,We are talking about it.,Estamos hablando de ello.,我们正在谈论小猫。,machine-assisted
168,215,chaud(e),fr:chaud:adjective:1,chaud,adjective,/ʃo/,"warm, hot",cálido,热的，暖的，烫的；暖和的，保暖的,C’est quelque chose de chaud.,"It is something warm, hot.",Es algo cálido.,这是很热的东西。,machine-assisted
169,215,chaussure,fr:chaussure:noun:1,chaussure,noun,/ʃo.syʁ/,shoe,zapato,鞋，靴,On parle de la chaussure.,We are talking about it.,Estamos hablando de ello.,我们正在谈论鞋。,machine-assisted
170,215,cheminée,fr:cheminée:noun:1,cheminée,noun,/ʃə.mi.ne/,a chimney,chimenea,壁炉；烟囱,Voici la cheminée.,Here it is.,Aquí está.,这是壁炉。,machine-assisted
171,215,chemise,fr:chemise:noun:1,chemise,noun,/ʃə.miz/,shirt (that opens in the front),camisa,男式衬衫,Voici la chemise.,Here it is.,Aquí está.,这是男式衬衫。,machine-assisted
172,215,cher(ère),fr:cher:noun:1,cher,noun,/ʃɛʁ/,"dear, honey, hon","caro, querido",高价的，昂贵的,Voici le cher.,Here it is.,Aquí está.,这是高价的。,machine-assisted
173,215,chercher,fr:chercher:verb:1,chercher,verb,/ʃɛʁ.ʃe/,"to look for, to seek",buscar,找，寻找，寻觅,Je vais chercher une adresse.,I am going to look for an address.,Voy a buscar una dirección.,我要去寻找一个地址。,machine-assisted
174,215,cheval (chevaux),fr:cheval:noun:1,cheval,noun,/ʃə.val/,horse,caballo,马,On parle du cheval.,We are talking about it.,Estamos hablando de ello.,我们正在谈论马。,machine-assisted
175,215,cheveux,fr:cheveux:noun:1,cheveux,noun,/ʃə.vø/,hair,pelo; cabello,头发,Voici les cheveux.,Here it is.,Aquí está.,这些是头发。,machine-assisted
176,215,chez,fr:chez:preposition:1,chez,preposition,/ʃe/,"to, at, in or into the place of","en casa de, en su casa, donde",在…家；在那里,Nous dînons chez Paul.,We are having dinner at Paul's place.,Cenamos en casa de Paul.,我们在保罗家吃饭。,machine-assisted
177,215,chien(ne),fr:chien:noun:1,chien,noun,/ʃjɛ̃/,dog,(Canis lupus familiaris) Perro,狗,On parle du chien.,We are talking about it.,Estamos hablando de ello.,我们正在谈论狗。,machine-assisted
178,215,chiffre,fr:chiffre:noun:1,chiffre,noun,/ʃifʁ/,"a digit i.e. 0,1,2,3,4,5,6,7,8,9",dígito,数字,On parle du chiffre.,We are talking about it.,Estamos hablando de ello.,我们正在谈论数字。,machine-assisted
179,215,Chinois(e),fr:chinois:noun:1,Chinois,noun,/ʃi.nwa/,Chinese (resident or native of China),chino,中国人,On parle du Chinois.,We are talking about it.,Estamos hablando de ello.,我们正在谈论中国人。,machine-assisted
180,215,chinois(e),fr:chinois:adjective:1,chinois,adjective,/ʃi.nwa/,of China; Chinese,chino,中国的,C’est quelque chose de chinois.,It is something of China.,Es algo chino.,这是中国的东西。,machine-assisted
181,215,chocolat,fr:chocolat:noun:1,chocolat,noun,/ʃɔ.kɔ.la/,chocolate,chocolate,巧克力,On parle du chocolat.,We are talking about it.,Estamos hablando de ello.,我们正在谈论巧克力。,machine-assisted
182,215,choisir,fr:choisir:verb:1,choisir,verb,/ʃwa.ziʁ/,to choose,escoger,选择,Je vais choisir un livre.,I am going to choose a book.,Voy a escoger un libro.,我要选一本书。,machine-assisted
183,215,chose,fr:chose:noun:1,chose,noun,/ʃoz/,thing,"objeto, cosa",事情，事物,Voici la chose.,Here it is.,Aquí está.,这是事情。,machine-assisted
184,215,cidre,fr:cidre:noun:1,cidre,noun,/sidʁ/,cider,sidra,苹果酒,On parle du cidre.,We are talking about it.,Estamos hablando de ello.,我们正在谈论苹果酒。,machine-assisted
185,215,cinéma,fr:cinéma:noun:1,cinéma,noun,/si.ne.ma/,"cinema, filmmaking (the art of making films and movies)",cine,电影，电影艺术；电影院,On parle du cinéma.,We are talking about it.,Estamos hablando de ello.,我们正在谈论电影。,machine-assisted
186,215,circonstance,fr:circonstance:noun:1,circonstance,noun,/siʁ.kɔ̃s.tɑ̃s/,"circumstance, situation",circunstancia,情形，环境,Voici la circonstance.,Here it is.,Aquí está.,这是情形。,machine-assisted
187,215,circuit,fr:circuit:noun:1,circuit,noun,/siʁ.kɥi/,circuit,circuito,旅游线路,On parle du circuit.,We are talking about it.,Estamos hablando de ello.,我们正在谈论旅游线路。,machine-assisted
188,215,clair(e),fr:clair:adjective:1,clair,adjective,/klɛʁ/,clear (see-through),claro,明亮的；清晰的，清楚的,C’est quelque chose de clair.,It is something clear (see-through).,Es algo claro.,这是很清楚的事情。,machine-assisted
189,215,classe,fr:classe:noun:1,classe,noun,/klas/,"class, type, group",clase,等级，级别；班级；教室,On parle de la classe.,We are talking about it.,Estamos hablando de ello.,我们正在谈论等级。,machine-assisted
190,215,classique,fr:classique:adjective:1,classique,adjective,/kla.sik/,classic,clásico; clásica,古典的,C’est quelque chose de classique.,It is something classic.,Es algo clásico.,这是经典的东西。,machine-assisted
191,215,client(e),fr:client:noun:1,client,noun,/kli.jɑ̃/,customer (one who purchases or receives a product or service),cliente,顾客，客户,On parle du client.,We are talking about it.,Estamos hablando de ello.,我们正在谈论顾客。,machine-assisted
192,215,club,fr:club:noun:1,club,noun,/klœb/,"club (an association of members joining together for some common purpose, especially sports or recreation)",club,（英）俱乐部，会，社,Voici le club.,Here it is.,Aquí está.,这是（英）俱乐部。,machine-assisted
193,215,coca,fr:coca:noun:1,coca,noun,/kɔ.ka/,Coke (serving of Coca-Cola),refresco de cola,可乐,Voici le coca.,Here it is.,Aquí está.,这是可乐。,machine-assisted
194,215,coiffure,fr:coiffure:noun:1,coiffure,noun,/kwa.fyʁ/,"headwear, headgear (garment worn on one's head)","peinado, estilo de cabello",发型,On parle de la coiffure.,We are talking about it.,Estamos hablando de ello.,我们正在谈论发型。,machine-assisted
195,215,coin,fr:coin:noun:1,coin,noun,/kwɛ̃/,"wedge, cornerpiece",rincón,角，角落；街角处,On parle du coin.,We are talking about it.,Estamos hablando de ello.,我们正在谈论角。,machine-assisted
196,215,collègue,fr:collègue:noun:1,collègue,noun,/kɔ.lɛɡ/,colleague,colega,同事,On parle des collègues.,We are talking about it.,Estamos hablando de ello.,我们正在谈论同事。,machine-assisted
197,215,combien,fr:combien:adverb:1,combien,adverb,/kɔ̃.bjɛ̃/,how much (for uncountable nouns and portions),cuánto,多少（用于疑问句中）,Combien coûte ce livre ?,How much does this book cost?,¿Cuánto cuesta este libro?,这本书多少钱？,machine-assisted
